"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:7wavprkU2TlcwtdQadwr3G","Meri Maa Ke Barabar Koi Nahi","spotify:artist:1tqysapcCh1lWEAc9dIFpa","Jubin Nautiyal","spotify:album:13OdD5jCONeFVuTYnNKZVY","Meri Maa Ke Barabar Koi Nahi","spotify:artist:1tqysapcCh1lWEAc9dIFpa","Jubin Nautiyal","2021-10-05","https://i.scdn.co/image/ab67616d0000b273e8a1e2e0921890c8f3e0a001","1","1","298045","https://p.scdn.co/mp3-preview/dfb9514cd26bbbae32f267cfa24f6e504ecea107?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:5jiqE7cJApaGlQal6TQMNB","Ram Banvas","spotify:artist:3kzGeGPP5gd5KAMm6QggHV","Anup Jalota","spotify:album:75MML2PH6wWya6tkXFEcyL","Deepavali Essentials - Ramayan Bhajans","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2021-10-27","https://i.scdn.co/image/ab67616d0000b27332d5fba58147e9d61fdf3408","1","8","358543","https://p.scdn.co/mp3-preview/c507704096ab2e6867650e6e41034735685543ac?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:2sowczKs3nrOsSpI5sYqNb","Shri Hanuman Chalisa","spotify:artist:4f7KfxeHq9BiylGmyXepGt, spotify:artist:4wrKd1pYWjtQZKHR6uuw1a","Tanishk Bagchi, Kapil Rauunak","spotify:album:3kLAaU9uqQsLWZGM71Aos5","Shri Hanuman Chalisa","spotify:artist:4f7KfxeHq9BiylGmyXepGt, spotify:artist:4wrKd1pYWjtQZKHR6uuw1a","Tanishk Bagchi, Kapil Rauunak","2021-11-02","https://i.scdn.co/image/ab67616d0000b27391b36ab192fd5a53d37d2cfa","1","1","882061","https://p.scdn.co/mp3-preview/ddbc4eb5febb3a5f00de7251e69688b287efb674?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:0tPYy4Fx3A0P1syTS4zlmV","Jai Hanuman (feat. Ustad Zakir Hussain)","spotify:artist:4tgxFlmtGx08MtTKWeqEuR, spotify:artist:6DDCjHWtL6jTl1B5wG8tF6","Amitabh Bachchan, Zakir Hussain","spotify:album:4OdvV4bxAA6YiEnCgh6KtE","Jai Hanuman (feat. Ustad Zakir Hussain)","spotify:artist:4tgxFlmtGx08MtTKWeqEuR","Amitabh Bachchan","2021-04-27","https://i.scdn.co/image/ab67616d0000b273e9bcc81bbd8b4c6782d73f80","1","1","199764","https://p.scdn.co/mp3-preview/378511fd9f22db1d7be0084f49cf1f690fd802b6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:7C3gw0JpDJhHH1Av5tOk8m","Shirdi Sai Baba","spotify:artist:1HGMG8RHvcu1mfdM9MeTek, spotify:artist:5QUfOS3Yj6WjRn5HP8WYqN","Sadhana Sargam, Vigneshwar Kalyanaraman","spotify:album:6m45n7ov88n4DaYCuJRsfZ","Shirdi Sai Baba","spotify:artist:1HGMG8RHvcu1mfdM9MeTek, spotify:artist:5QUfOS3Yj6WjRn5HP8WYqN","Sadhana Sargam, Vigneshwar Kalyanaraman","2021-10-22","https://i.scdn.co/image/ab67616d0000b273758087d29efd76363e05b17e","1","1","335543","https://p.scdn.co/mp3-preview/a764152236e9c8ef8dbab023db9597224b0cd55e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:4ECasrEmA3NeiHQpinwZ2A","Hare Krishna Hare Rama","spotify:artist:1tqysapcCh1lWEAc9dIFpa","Jubin Nautiyal","spotify:album:3DCa2gf0DtBTNRQWeH3mx9","Hare Krishna Hare Rama","spotify:artist:1tqysapcCh1lWEAc9dIFpa","Jubin Nautiyal","2021-08-26","https://i.scdn.co/image/ab67616d0000b273b675a58a9bf63f83d8533a2f","1","1","309143","https://p.scdn.co/mp3-preview/746734c2561d68d5b5675ecb572e6fefd706c68f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:2RrFlsHll4RHFyM4Xzfu4K","Namo Namo Durge Maharani","spotify:artist:4qBGdyghgT451PS14X8lTP","Sawani Shende","spotify:album:39yUODp5HCalBk8N0PQgt9","Namo Namo Durge Maharani","spotify:artist:4qBGdyghgT451PS14X8lTP","Sawani Shende","2021-09-24","https://i.scdn.co/image/ab67616d0000b2735a10a3f9971c3653422cd583","1","1","270883","https://p.scdn.co/mp3-preview/8563e529437f4ccf0ed6271d4bcd6f3c2c7f76ee?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:1ojdLWWOgcLQOerismnLw4","Aarti Shree Radha Raman Ki","spotify:artist:4hkB2bR5ek6lJChj6aunCn","Anuradha Paudwal","spotify:album:0zkgRaEiX1H2gwxKNzvxU7","Aarti Shree Radha Raman Ki","spotify:artist:4hkB2bR5ek6lJChj6aunCn","Anuradha Paudwal","2021-09-28","https://i.scdn.co/image/ab67616d0000b273f6dedc63cc15b05d83fcf3ae","1","1","340498","https://p.scdn.co/mp3-preview/e8473661ec4e3457ec63957d7babb0f173b703ee?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:6wW6bK7oUTMgBTLYxsAdHa","Jiska Rakhwala Hai Ram","spotify:artist:3kzGeGPP5gd5KAMm6QggHV","Anup Jalota","spotify:album:6J6jD6ks22Fnr19w6js4fH","Jiska Rakhwala Hai Ram","spotify:artist:3kzGeGPP5gd5KAMm6QggHV","Anup Jalota","2021-09-19","https://i.scdn.co/image/ab67616d0000b2738a238bdb0d651bf7d27688be","1","1","257269","https://p.scdn.co/mp3-preview/36f9304945c3211219d6902875d30f438679e95b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:4MjeaQcJSY1gT2JUcgEsvv","Shri Amarnath Ishwaram","spotify:artist:6WOdPJmexxFINcKMkP2jMG","Sachet Tandon","spotify:album:0FYMZIuy7IbfKz2fOFsPS6","Shri Amarnath Ishwaram","spotify:artist:6WOdPJmexxFINcKMkP2jMG","Sachet Tandon","2021-08-06","https://i.scdn.co/image/ab67616d0000b273f221bc9be8a4e2227256349b","1","1","312017","https://p.scdn.co/mp3-preview/3edba465a7c9fd5a23a110c1b26b482bd7e90343?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:7C8wkoDwRn1OmgzMGo2vB8","Om Namah Shivay","spotify:artist:0w4e7HVbqAHFPN6VkIlvhe","Suresh Wadkar","spotify:album:7pp4i3IaT64GvnnvZPZG6D","Om Namah Shivay","spotify:artist:0w4e7HVbqAHFPN6VkIlvhe","Suresh Wadkar","2021-07-23","https://i.scdn.co/image/ab67616d0000b27351cace9160a8b3d0229eff5b","1","1","2011145","https://p.scdn.co/mp3-preview/d408e61792ab6f51ab347e7d4074b54384577547?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:7Kfx4dFzgOwrKIKYyBRQXE","Ganpati Bapa Morya - Vighneshwaray","spotify:artist:3TPlDqL7bezoe6zi0wb0P7, spotify:artist:5pHGolVxp4QTvcuSnLCo2X","Parthiv Gohil, Taufiq Qureshi","spotify:album:0LUm6bbpm1mrn1P7hBIv8R","Ganpati Bapa Morya - Vighneshwaray","spotify:artist:3TPlDqL7bezoe6zi0wb0P7","Parthiv Gohil","2021-08-05","https://i.scdn.co/image/ab67616d0000b273fdfbd2714dc1a83b91a62b8f","1","1","303345","https://p.scdn.co/mp3-preview/53f915dd510089a41c02fec85ce12fc654a3ad80?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:3ZBTv0pKvJ6YId7ozxW4Uv","Shiv Tandav Stotram (Har Har Shiv Shankar)","spotify:artist:6WOdPJmexxFINcKMkP2jMG, spotify:artist:1E6arsXf5Fgsnv9YpSzjpE","Sachet Tandon, Parampara Tandon","spotify:album:1ZRdSPEkMEzUXtwRBDZ89H","Shiv Tandav Stotram (Har Har Shiv Shankar)","spotify:artist:6WOdPJmexxFINcKMkP2jMG, spotify:artist:1E6arsXf5Fgsnv9YpSzjpE","Sachet Tandon, Parampara Tandon","2021-07-09","https://i.scdn.co/image/ab67616d0000b2734df66e150dfe3569fe23de82","1","1","331384","https://p.scdn.co/mp3-preview/dec58f7f24cee5aab7ea8179ab5345bb8ce09906?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:20btJsGuq9FdDYVlrXkljP","Shri Ram Ki Mahima","spotify:artist:1W8O3VMkoLKHlnPtojVU8l","Kshitij Tarey","spotify:album:5czM78GU2xusjd65FOJxvC","Shri Ram Ki Mahima","spotify:artist:1W8O3VMkoLKHlnPtojVU8l","Kshitij Tarey","2021-04-13","https://i.scdn.co/image/ab67616d0000b2739138057197276875e241787a","1","1","300978","https://p.scdn.co/mp3-preview/69980b644969132ecb51cc408c959a1481d18176?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:2J1H4rCfx989a7NLfWh3Ij","Radhe Radhe Barsane Wali Radhe by Alka Yagnik (From ""Radhe Radhe Barsane Wali Radhe by Alka Yagnik - Zee Music Devotional"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:5a4Lwkfl8momi2Two1wSBA","Alka Yagnik, Sanjeev Chaturvedi","spotify:album:0SRA9Y9MaotqrRWxaIYPnF","Radhe Radhe Barsane Wali Radhe by Alka Yagnik (From ""Radhe Radhe Barsane Wali Radhe by Alka Yagnik - Zee Music Devotional"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:5a4Lwkfl8momi2Two1wSBA","Alka Yagnik, Sanjeev Chaturvedi","2021-04-08","https://i.scdn.co/image/ab67616d0000b273faa6b3d05cccc8906a252718","1","1","340571","https://p.scdn.co/mp3-preview/11ee614c371fc9a496a42cdaf06c24ea65331c82?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:6swf0xZe702UEfj8KZoxo1","Kabira","spotify:artist:1tqysapcCh1lWEAc9dIFpa, spotify:artist:3jNaDQZQjbidKVJrIhhibh","Jubin Nautiyal, Raaj Aashoo","spotify:album:6be4oT1YKcwiJTKcMxBfWo","Kabira","spotify:artist:1tqysapcCh1lWEAc9dIFpa, spotify:artist:3jNaDQZQjbidKVJrIhhibh","Jubin Nautiyal, Raaj Aashoo","2021-06-03","https://i.scdn.co/image/ab67616d0000b2735e01bb8b5c53989e6ab7a1a7","1","1","556348","https://p.scdn.co/mp3-preview/bd60da7e227c3d1a8052b0985b531d433bfd4b6f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:4rcXVrnzljYLyJWwvO3xUD","Maha Mrityunjay Mantra","spotify:artist:6iv4lysB1yHXoZJ2gfqTdh","Shashwat Singh","spotify:album:0koQKmBb7RY6iDUMCTz50Q","Maha Mrityunjay Mantra - Single","spotify:artist:5Uxx7FP9BD4kMSPg0Z7he8","Ameya Naik","2021-05-03","https://i.scdn.co/image/ab67616d0000b273549088c9ceae8b47d5cbef34","1","1","365000","https://p.scdn.co/mp3-preview/1a8fc05a811b6bc39adfb13f8a8b8ef8a6b13cf5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:1tNzsDzIsvCgkRiEgTGexx","Payoji Maine Ram Ratan Dhan Payo","spotify:artist:6FlhYAFzTu0cO6Aybnksfh","Varsha Shrivastava","spotify:album:7k29n4JGlRSLRMg0vdE6c9","Payoji Maine Ram Ratan Dhan Payo","spotify:artist:6FlhYAFzTu0cO6Aybnksfh","Varsha Shrivastava","2021-05-19","https://i.scdn.co/image/ab67616d0000b273f8c7e94f0d9057a6d21c6e6a","1","1","366403","https://p.scdn.co/mp3-preview/2eacd65057e4f6c0eacde6e1a67565f861604ecf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:79e0CfMWvxxsWwVzGGC3r6","Shree Krishna Govind","spotify:artist:3nZy9PYu0v9BXxF4gRWUhU","Sudakshina Dikshit","spotify:album:11WuSbHBMHkwwIZknkdMVK","Shree Krishna Govind - Single","spotify:artist:5Uxx7FP9BD4kMSPg0Z7he8","Ameya Naik","2021-04-30","https://i.scdn.co/image/ab67616d0000b27338b9bd89080a707a93179e46","1","1","320666","https://p.scdn.co/mp3-preview/f7da88e02e86f018b9d79800db48da2de648c293?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:7MZNoEydVZUL0EbwbzufUO","Siya Sang Jhule Ram Lalna","spotify:artist:4af9dUIG89GAuEsy6Se3F1","Malini Awasthi","spotify:album:0A9JAWVF3BH19eJIiShUDI","Siya Sang Jhule Ram Lalna","spotify:artist:4af9dUIG89GAuEsy6Se3F1","Malini Awasthi","2021-08-10","https://i.scdn.co/image/ab67616d0000b273fb665c859401f74df7040048","1","1","288873","https://p.scdn.co/mp3-preview/0fb2b735b46d8ca458c5380cce2439dd4bcd4b2f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:29nYgcJ2TIsPhPXxDKMB6f","Lal Chunariya","spotify:artist:1E6arsXf5Fgsnv9YpSzjpE","Parampara Tandon","spotify:album:4mExDkln2zaLR9lAq1Cy3m","Lal Chunariya","spotify:artist:1E6arsXf5Fgsnv9YpSzjpE","Parampara Tandon","2021-04-12","https://i.scdn.co/image/ab67616d0000b273a37721047b5f3e63c0930d1f","1","1","283314","https://p.scdn.co/mp3-preview/717d293ce69bfae36d8854df5c0418bc8bd30b08?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:5X3oePi6rfWKfwwcAbjXQL","Chanda Jhaanke","spotify:artist:6ohaQzKaXrobAL8paLSaxq, spotify:artist:1TbRSunWGZ46mqnapcWxrm, spotify:artist:5cEE1pTgDhFe8QuigmqxJF","Salim–Sulaiman, Salim Merchant, Hansraj Raghuwanshi","spotify:album:61r6m0nwOsuAJdt1NNwvXG","Chanda Jhaanke","spotify:artist:1TbRSunWGZ46mqnapcWxrm, spotify:artist:5cEE1pTgDhFe8QuigmqxJF, spotify:artist:6ohaQzKaXrobAL8paLSaxq","Salim Merchant, Hansraj Raghuwanshi, Salim–Sulaiman","2021-03-08","https://i.scdn.co/image/ab67616d0000b273b7d037399727e35c35307353","1","1","218498","https://p.scdn.co/mp3-preview/94ada820b5e42ed42959782ece409d534f50b142?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:2Cu0uRK8x8uwlrzqBftJg6","Shri Ramchandra Kripalu","spotify:artist:1JBngqswTsCSvZ9eFVjnlO","Uthara Unnikrishnan","spotify:album:0dGQ1iFhGgtndDPiQKgN9b","Shri Ramchandra Kripalu","spotify:artist:1JBngqswTsCSvZ9eFVjnlO","Uthara Unnikrishnan","2021-04-19","https://i.scdn.co/image/ab67616d0000b273436700ef9b8c1449817d767e","1","1","412792","https://p.scdn.co/mp3-preview/6cd8ec41894e3cdd61fc8761708d7f045561d481?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:6fa44tpEV91Ht6Adi8fq6f","Om Namah Shivay","spotify:artist:70B80Lwx2sxti0M1Ng9e8K","Udit Narayan","spotify:album:6k2y2sV0UVgjrSi8vM5ZJe","Om Namah Shivay","spotify:artist:70B80Lwx2sxti0M1Ng9e8K","Udit Narayan","2021-03-09","https://i.scdn.co/image/ab67616d0000b273ab1be663489b75a87e30f33a","1","1","199296","https://p.scdn.co/mp3-preview/096d269986853da85348e08a4235d577633e9635?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:00pMir4Jlqzm66jzBRQIpL","Chanda","spotify:artist:3yMmYEklQ7gLOZXEFNd3xr, spotify:artist:33YZ8dADtqLFO3Ku60tGVS","Palak Muchhal, Palash Muchhal","spotify:album:34LrNPQdTGYSOoj3Pr65nN","Chanda","spotify:artist:3yMmYEklQ7gLOZXEFNd3xr, spotify:artist:33YZ8dADtqLFO3Ku60tGVS","Palak Muchhal, Palash Muchhal","2021-03-24","https://i.scdn.co/image/ab67616d0000b2736a833b63338b91fec693b486","1","1","237500","https://p.scdn.co/mp3-preview/d82281efaf346ac895e7f4c044e9012324f0d6c9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:3KGD1fcprvDBFkGdIJb6CZ","Om Jai Jagdish Hare - Alka Yagnik","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:7lDtww80XyQrtI043LxnBQ","Alka Yagnik, Sanjeev - Ajay","spotify:album:6DppEoZJpQTgJnrRcXUBLX","Om Jai Jagdish Hare - Alka Yagnik (From ""Om Jai Jagdish Hare - Alka Yagnik - Zee Music Devotional"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:7lDtww80XyQrtI043LxnBQ","Alka Yagnik, Sanjeev - Ajay","2021-02-18","https://i.scdn.co/image/ab67616d0000b2737be8ae1bac5c7d5f67aeffbf","1","1","328542","https://p.scdn.co/mp3-preview/a23fc7ceeaa21fb11679e1a94a36abf61462a3c0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:0VTZaFMHx8PaX71D27DtkD","Jai Ganesh Deva by Alka Yagnik (From ""Jai Ganesh Deva by Alka Yagnik - Zee Music Devotional"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:7lDtww80XyQrtI043LxnBQ","Alka Yagnik, Sanjeev - Ajay","spotify:album:3vVkfxYr7I5E4PmVcJxnkG","Jai Ganesh Deva by Alka Yagnik (From ""Jai Ganesh Deva by Alka Yagnik - Zee Music Devotional"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:7lDtww80XyQrtI043LxnBQ","Alka Yagnik, Sanjeev - Ajay","2021-03-19","https://i.scdn.co/image/ab67616d0000b27351fbf60482cd31952e861b6f","1","1","240000","https://p.scdn.co/mp3-preview/769ef7896c05d73d366eba741846da7e5280b0bf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:2pYu9p7wnUXJi0krVji2KK","Om Jai Lakshmi Mata - Alka Yagnik (From ""Om Jai Lakshmi Mata- Alka Yagnik - Zee Music Devotional"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:5a4Lwkfl8momi2Two1wSBA","Alka Yagnik, Sanjeev Chaturvedi","spotify:album:7FSPfuUmJqBekrzb92BNTJ","Om Jai Lakshmi Mata - Alka Yagnik (From ""Om Jai Lakshmi Mata- Alka Yagnik - Zee Music Devotional"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:5a4Lwkfl8momi2Two1wSBA","Alka Yagnik, Sanjeev Chaturvedi","2021-02-04","https://i.scdn.co/image/ab67616d0000b2733b43669f003c63b98ca21482","1","1","445234","https://p.scdn.co/mp3-preview/5f800395d6614b15b8a3caa66df16d9048a76079?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:0WUzQ2Fgj0GiYmF7ZSawlx","Jai Ambe Gauri - Alka Yagnik (From ""Jai Ambe Gauri - Alka Yagnik- Zee Music Devotional"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Alka Yagnik","spotify:album:7aHZtQuUgKZbOrrZ3yCw5t","Jai Ambe Gauri - Alka Yagnik (From ""Jai Ambe Gauri - Alka Yagnik- Zee Music Devotional"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Alka Yagnik","2021-01-28","https://i.scdn.co/image/ab67616d0000b273b7c3bd35be658df91953c2f9","1","1","552500","https://p.scdn.co/mp3-preview/534a0ea13b443c658f6c3595e84b03475dff01bf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:1GVVR8k0hokpqmbEG5uLP7","Sai Rehem Nazar Karna","spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Alka Yagnik","spotify:album:4GThN1e8Zf1YCpXxe31gzZ","Sai Rehem Nazar Karna","spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Alka Yagnik","2021-01-04","https://i.scdn.co/image/ab67616d0000b27333e646a78bd7f9f264ddcf53","1","1","484327","https://p.scdn.co/mp3-preview/8aa32d5ec16d543e11c626d692e3b3703e445a21?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:3uidb8bnaH2Cw5fhh8j3bP","Aisa De Vardaan","spotify:artist:4hkB2bR5ek6lJChj6aunCn","Anuradha Paudwal","spotify:album:3PvdKcs7MBweCenDZ8T7me","Aisa De Vardaan","spotify:artist:4hkB2bR5ek6lJChj6aunCn","Anuradha Paudwal","2021-01-01","https://i.scdn.co/image/ab67616d0000b2731b71a36c14eefa947605c499","1","1","387813","https://p.scdn.co/mp3-preview/ca3e48b023a8f1cc701f62dd5500fd99e7af7c29?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:2LvvNsJKCyB14ORqYcSUSF","Shri Krishna Govind Hare Murari","spotify:artist:2K4pcxTMiwnKoVvdAr5pwD, spotify:artist:6SmtJsTDCo7LKJU813PDku, spotify:artist:2SGngn6EHjtG26BDy5XSfC, spotify:artist:7uy4f2goNadUfsjGZNf1ac","Mame Khan, Amar Sangam, Ajay Prasanna, Reena Naik","spotify:album:555d3vCbgMod38P7hpFTlE","Shri Krishna Govind Hare Murari","spotify:artist:2K4pcxTMiwnKoVvdAr5pwD","Mame Khan","2021-01-30","https://i.scdn.co/image/ab67616d0000b273368364dde877bf76e686deb8","1","1","403411","https://p.scdn.co/mp3-preview/9e2eabb473feb7cc5014f5a59eff765c804ee47e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:1w7cgfOEf3vU1S1QDQi6aM","Satguru Meher Kar","spotify:artist:4oVMLzAqW6qhRpZWt8fNw4","Kailash Kher","spotify:album:5X9wRCKR4gHYVr7amdQhH0","Satguru Meher Kar","spotify:artist:4oVMLzAqW6qhRpZWt8fNw4","Kailash Kher","2020-11-27","https://i.scdn.co/image/ab67616d0000b27356338699916d778809200d85","1","1","363049","https://p.scdn.co/mp3-preview/be44e73bdb975286390dd859d73271d8caeb0b1a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:6tbCtLzak29RfSsd3j1FTq","8D Shiv Tandav Stotra","spotify:artist:6o1fV9yKZDGNdMl2chOWql","Jasraj Joshi","spotify:album:1PyWwHQk1MjgOzJK6JNLPJ","Surile Bhajan aur Mantra 8D (Original)","spotify:artist:6I0CvUvasuCoJqDO49NZlx","Kshitij Nagwekar","2020-12-08","https://i.scdn.co/image/ab67616d0000b27332d3f98b25797268c2669537","1","1","423471","https://p.scdn.co/mp3-preview/8831a7bb0c95b3d8abfe688a6e739f598e018bdb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:0lKILDCwOjyR54xYhBazuJ","Ram Siya Ram","spotify:artist:6WOdPJmexxFINcKMkP2jMG","Sachet Tandon","spotify:album:0iBLxJmGzLBQOe6TxLzJjU","Ram Siya Ram","spotify:artist:6WOdPJmexxFINcKMkP2jMG","Sachet Tandon","2021-02-22","https://i.scdn.co/image/ab67616d0000b273b5db9fac30bd158408f1b477","1","1","265264","https://p.scdn.co/mp3-preview/596e0790f83b06ac840b1f652fb72ef10d20b384?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:1OZDrDJdCJ3Mmyq7bo88Ic","Om Lakxmi Mata","spotify:artist:4IUaaQUOq1leT9ztc9Y2cX","Maushami Dutta","spotify:album:7z96V7RAUbXsNRINsA7CZY","Aartiyan","spotify:artist:4IUaaQUOq1leT9ztc9Y2cX, spotify:artist:1U5zgr455OGyIkLNXvDdrf","Maushami Dutta, Traditional","2003-04-01","https://i.scdn.co/image/ab67616d0000b273ea97dd526abb6c43819d2bb0","1","7","304000","https://p.scdn.co/mp3-preview/4c626551ef756be3a14ebe8e02fef47d982ab281?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:67KzaALOCkFAndViJpUCoR","Om Jai Jagdish Hare","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","spotify:album:2cdZbw9nrpitDJrD4Ug8Sa","Om Jai Jagdish Hare","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2020-11-12","https://i.scdn.co/image/ab67616d0000b273532e9d918a7ff69b9f797ba1","1","1","288623","https://p.scdn.co/mp3-preview/a0742b52c6a34b05fb5b3381f967b61a41d90ea1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","spotify:user:","2021-11-24T04:24:10Z"
"spotify:track:5wjAmQr0rk1N22kW4CB1Cc","Om Jai Shiv Omkara - Alka Yagnik (From ""Om Jai Shiv Omkara - Alka Yagnik- Zee Music Devotional"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:5a4Lwkfl8momi2Two1wSBA","Alka Yagnik, Sanjeev Chaturvedi","spotify:album:0j7gLDMMMmHxsMakdjfKRe","Om Jai Shiv Omkara - Alka Yagnik (From ""Om Jai Shiv Omkara - Alka Yagnik- Zee Music Devotional"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:5a4Lwkfl8momi2Two1wSBA","Alka Yagnik, Sanjeev Chaturvedi","2021-02-02","https://i.scdn.co/image/ab67616d0000b27385a983518b5fe8def38fa652","1","1","515624","https://p.scdn.co/mp3-preview/d0639c288ef2ddbb62f4c17090c7a0e69951b1f8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","spotify:user:","2021-11-24T04:24:10Z"
