Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1uiQhdCbAjiCtZjJwixyM9,2Bu3DMTHHdXW4jnhoWHhPa,Sundar Te Dhyan,Marathi Devotional Songs Vol 3,Chorus,30-09-2020,113325,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:32:10Z,vintage broadway,0.382,0.648,4,-7.551,1,0.101,0.807,0,0.435,0.62,83.3,3
4t78IYL7j1q7SsVvQZjN6u,19luQMYXotZTdx8PzWOmST,Gayanache Rangi,Pandharichya Sakhya Panduranga (Marathi Devotional Songs),Jayateerth Mevundi,01-07-2016,419746,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:32:16Z,"hindustani vocal,indian classical",0.466,0.572,2,-4.42,1,0.0259,0.661,0,0.0507,0.317,80.008,4
34SrQdhtz8XvXs00yA6wYr,2Bu3DMTHHdXW4jnhoWHhPa,Ghosh Buddha Bhagwan,Marathi Devotional Songs Vol 3,Chorus,30-09-2020,209636,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:32:20Z,vintage broadway,0.566,0.716,6,-6.213,0,0.0392,0.837,0.00000121,0.159,0.822,127.204,4
7dKFXiVURpyJPn1XY7ibd2,3y2JOVdllzujQcgbcMWrCf,Jay Jay Jay Jay Jay Gannayak,Jai Jai Ganaraya - Marathi Devotional Songs,Neela Satarkar,18-08-2020,194285,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:32:38Z,marathi devotional,0.443,0.651,10,-6.395,1,0.0558,0.742,0.00086,0.23,0.623,109.007,4
4C315lT7UgGfI8jnvJyRjr,"35N9xUgyEDYOazVOJOQfz8,2Bu3DMTHHdXW4jnhoWHhPa",Joy Joy Ganaraya,Marathi Devotional Songs Vol 2,"Sarad Javakar,Chorus",30-09-2020,185377,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:32:42Z,"marathi devotional,vintage broadway",0.605,0.521,3,-8.281,1,0.0337,0.981,0.00000104,0.322,0.66,90.346,3
0yNfPCayRhYryuhnXNxRGl,4hkB2bR5ek6lJChj6aunCn,Shambhunaath Banke Bholenaath Banke-Shiv Bhajan,Mahashivratri Special Hindi Devotional Songs,Anuradha Paudwal,11-03-2019,460617,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:17Z,"bhajan,classic bollywood,desi pop,filmi,ghazal,modern bollywood",0.558,0.69,6,-6.898,0,0.0411,0.524,0.00000369,0.296,0.827,98.767,4
2IVG6JSvJHepLEt3BmYnJo,3kzGeGPP5gd5KAMm6QggHV,Jai Nilkanth Bhagwan,Mahashivratri Special Hindi Devotional Songs,Anup Jalota,11-03-2019,292786,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:17Z,"bhajan,classic bollywood,filmi,ghazal",0.584,0.666,6,-9.598,0,0.0663,0.505,0,0.138,0.792,125.09,4
6ofsVRorEYOZRt5ncVgc60,0w4e7HVbqAHFPN6VkIlvhe,Shiv Shambhu Jatadhari,Mahashivratri Special Hindi Devotional Songs,Suresh Wadkar,11-03-2019,295640,1,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:17Z,"bhajan,classic bollywood,desi pop,filmi,ghazal,modern bollywood",0.536,0.53,11,-11.065,0,0.0354,0.78,0,0.214,0.824,108.706,4
5CjuQOwEt4CRLEFFWsTcls,0y633xrd3L3rSxpZ4awgnG,Jai Shiv Shankar Jai Mahadeva,Mahashivratri Special Hindi Devotional Songs,Ravindra Jain,11-03-2019,354587,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:17Z,"bhajan,jain bhajan",0.484,0.508,4,-13.383,0,0.0338,0.651,0,0.0998,0.919,79.479,4
6USUq85frwP8idv3BK6H9S,3kzGeGPP5gd5KAMm6QggHV,Shiv Ki Mahima Aparampar-Shiv Mahima,Mahashivratri Special Hindi Devotional Songs,Anup Jalota,11-03-2019,538626,1,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:17Z,"bhajan,classic bollywood,filmi,ghazal",0.669,0.476,5,-15.002,0,0.061,0.277,0.000625,0.165,0.866,175.995,4
09NX2PPiqhJNHdNy0dxCRf,2zGP2SUtwsDhdyYzf0kKp8,He Bhola Bhandari,Mahashivratri Special Hindi Devotional Songs,Vaishali Samant,11-03-2019,223160,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:17Z,"classic bollywood,filmi,marathi pop",0.635,0.434,3,-9.728,1,0.0296,0.667,0.00000695,0.14,0.625,98.821,4
750cOztYeBwgVM7JgqQe5U,6nJ3fOzjTjBSxMGKOnoWzP,Jai Shambhu Jai Gangadhari,Mahashivratri Special Hindi Devotional Songs,Mohd.Salamat,11-03-2019,279960,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:17Z,,0.381,0.749,9,-7.708,1,0.225,0.626,0,0.155,0.819,187.741,3
3hKaSCHZK3jLxxGDL7uM6S,4ec676jWgAuvEZZg0y7dBy,Jai Shiv Omkara,Mahashivratri Special Hindi Devotional Songs,Nitin Mukesh,11-03-2019,339146,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:17Z,"classic bollywood,filmi,ghazal",0.632,0.721,6,-10.122,1,0.0399,0.507,0.0101,0.272,0.804,98.066,4
5Z0MIxCSgtbcJGP6ailWU3,0egXhmFYELwcTSMAGQsLyF,Shiv Shankar Hai Bhola Bhala,Mahashivratri Special Hindi Devotional Songs,Sunny Nair,11-03-2019,235480,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:17Z,,0.633,0.402,8,-12.177,0,0.168,0.525,0,0.052,0.773,126.217,4
1XG0VSoR78JN0v6P9B1zY7,"4hkB2bR5ek6lJChj6aunCn,4I5QgST39jQbLzuWTgUKcX",Ghanshyam Sundara Shridhara,Deepawali Special - Hindi Devotional songs,"Anuradha Paudwal,Ravindra Sathe",23-10-2018,277185,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:46Z,"bhajan,classic bollywood,desi pop,filmi,ghazal,modern bollywood,mantra",0.71,0.267,3,-15.28,1,0.0308,0.422,0,0.0417,0.761,85.121,4
7jneoHgYWa8UpCoQ3yvE7g,4hkB2bR5ek6lJChj6aunCn,Utho Utho He Sakaljan,Deepawali Special - Hindi Devotional songs,Anuradha Paudwal,23-10-2018,191921,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:46Z,"bhajan,classic bollywood,desi pop,filmi,ghazal,modern bollywood",0.568,0.0764,10,-13.334,1,0.031,0.96,0,0.0768,0.253,80.867,4
0OZG63IHIWdKnE0st5cKUg,3kzGeGPP5gd5KAMm6QggHV,Shubh Deewali Aa Gai,Deepawali Special - Hindi Devotional songs,Anup Jalota,23-10-2018,374125,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:46Z,"bhajan,classic bollywood,filmi,ghazal",0.562,0.362,6,-13,1,0.0391,0.701,0,0.0878,0.607,100.3,3
0QhUNguD7521t71BN93wny,4ec676jWgAuvEZZg0y7dBy,Om Jai Jagdish Hare,Deepawali Special - Hindi Devotional songs,Nitin Mukesh,23-10-2018,461546,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:46Z,"classic bollywood,filmi,ghazal",0.639,0.523,4,-11.059,1,0.0307,0.422,0,0.651,0.731,91.034,4
44nKC9e43FtpKve28Qw5xd,3kzGeGPP5gd5KAMm6QggHV,Japo Naam Japo Naam,Deepawali Special - Hindi Devotional songs,Anup Jalota,23-10-2018,307546,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:46Z,"bhajan,classic bollywood,filmi,ghazal",0.43,0.596,6,-9.402,1,0.0515,0.668,0,0.361,0.806,79.49,4
4lpOwxvV41ctaythdHTKB7,"21ovRcIrUTUQsImvKCz9Ar,57iM8StiXsC2J252ZY3qby",Krishna Damodaram Vasudevam,Deepawali Special - Hindi Devotional songs,"Hari Om Sharan,Nandini Sharan",23-10-2018,507428,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:46Z,"bhajan,classic bollywood,ghazal",0.343,0.524,3,-9.8,1,0.0418,0.734,0,0.0591,0.663,79.8,4
2afbSndvpqlV5L01lWc3x2,21ovRcIrUTUQsImvKCz9Ar,Ram Ka Naam Maha Sukh,Deepawali Special - Hindi Devotional songs,Hari Om Sharan,23-10-2018,434181,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:46Z,"bhajan,classic bollywood,ghazal",0.605,0.562,1,-12.355,1,0.0464,0.519,0,0.267,0.83,73.814,4
4xZp3s2PrF0hLyuijwg5SY,4hkB2bR5ek6lJChj6aunCn,Mangal Bhavan Amangal Haari Chaupaiyan,Deepawali Special - Hindi Devotional songs,Anuradha Paudwal,23-10-2018,281364,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:46Z,"bhajan,classic bollywood,desi pop,filmi,ghazal,modern bollywood",0.577,0.591,9,-5.766,1,0.0355,0.41,0,0.198,0.728,79.525,4
1OgFgsETJSAGU1UkgfIkoM,03SZmfKAgYRQKUwy0EoJUa,Shree Guru Charan Saroj Raj Jai Hanuman Gyangun,Deepawali Special - Hindi Devotional songs,Roop Kumar Rathod,23-10-2018,542160,5,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:46Z,"classic bollywood,desi pop,filmi,modern bollywood,sufi",0.418,0.613,5,-6.567,1,0.0354,0.401,0,0.0905,0.587,98.684,4
3xFSkaQZkLeaR48axsYFUW,2ijWbN5KykTYiBoVmhzCTU,Hare Krishna Hare Rama,Deepawali Special - Hindi Devotional songs,Jagjit Singh,23-10-2018,294400,1,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:46Z,"classic bollywood,desi pop,filmi,ghazal,sufi",0.641,0.5,0,-7.376,1,0.0259,0.688,0.0000061,0.142,0.607,83.003,4
7FVUjh4PFIO1wigcjb563w,21ovRcIrUTUQsImvKCz9Ar,Tumhare Naam Ka Sumiran,Deepawali Special - Hindi Devotional songs,Hari Om Sharan,23-10-2018,474932,6,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:46Z,"bhajan,classic bollywood,ghazal",0.43,0.455,10,-10.718,1,0.0331,0.744,0,0.0648,0.466,144.918,4
7IyhpPWDD9QJsy2iFSWHSn,6UWSsIiunxZxQTSPp6Jml3,Shubh Mangal Ka Din Hai,Deepawali Special - Hindi Devotional songs,Anand Kumar C.,23-10-2018,322397,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:46Z,,0.535,0.413,1,-10.583,1,0.0302,0.573,0,0.122,0.562,103.407,4
15c2SE5Q6s4YjGIilbyjEo,3kzGeGPP5gd5KAMm6QggHV,Kan Kan Mein Ram,Deepawali Special - Hindi Devotional songs,Anup Jalota,23-10-2018,558132,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:46Z,"bhajan,classic bollywood,filmi,ghazal",0.479,0.522,10,-9.957,1,0.0538,0.782,0.0000217,0.697,0.753,80.568,3
25rEVLUUEroqDtZpwAqFAn,3q0ggfvzCytxP87t7iQ5kt,Chadariya Jhini Re Jhini,Kabir Das Hindi Devotional Songs,Madhura Kumbhar,21-02-2018,358333,3,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:33:58Z,,0.538,0.423,9,-7.048,1,0.0261,0.711,0,0.103,0.394,90.043,4
3AUHS3defbZyNClaQB6G4C,"1Qj5bnkLVEVgkJfap3tBOq,2n1faUUKhGVcRj48cjvnRp,7oYVdf5acW7k2ad71pdenD",Narayana Suktam Vishnu,Latest Hindi Devotional Songs,"Vighnesh Ghanapaathi,Gurumurthi Bhat,Shridhara Bhat Vedadhara",21-12-2017,311937,4,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:34:02Z,"bhajan,mantra,marathi devotional",0.578,0.411,9,-6.327,1,0.0441,0.604,0,0.223,0.516,125.2,3
3UWlwCWxZzIlFa7Zf2DQEQ,"1Qj5bnkLVEVgkJfap3tBOq,2n1faUUKhGVcRj48cjvnRp,7oYVdf5acW7k2ad71pdenD",Shri Suktam Lakshmi,Latest Hindi Devotional Songs,"Vighnesh Ghanapaathi,Gurumurthi Bhat,Shridhara Bhat Vedadhara",21-12-2017,310062,3,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:34:07Z,"bhajan,mantra,marathi devotional",0.582,0.377,9,-6.071,1,0.0444,0.578,0,0.151,0.512,138.137,4
6HKgy9Z7qteKnSv7ORumWY,6WPmTGeeoymoVlXVtsCwz7,Tumhari Yaad Baba Ek Anokhi Shakti Bharti,Prabhu Uphar - God's Gift: Hindi Devotional Songs,Kavita Krishnamurthy,17-03-2009,356000,12,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:34:19Z,"classic bollywood,desi pop,filmi,modern bollywood",0.451,0.387,7,-12.349,1,0.0343,0.707,0.00000502,0.12,0.59,148.872,3
7ALUk9WXActBscTXspKh8U,1HGMG8RHvcu1mfdM9MeTek,Sab Kuch To Mil Gaya Hai,Prabhu Uphar - God's Gift: Hindi Devotional Songs,Sadhana Sargam,17-03-2009,340053,10,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:34:36Z,"classic bollywood,filmi,modern bollywood,tamil pop",0.38,0.387,11,-11.781,1,0.0403,0.733,0,0.367,0.576,143.499,3
4w417CfEhlMD4mzZN9KyXJ,2ZzR26zixSLhrRUHPDz4aF,Ganesh Chalisa,Latest Hindi Devotional Songs,Dhananjay Mhaskar,21-12-2017,623565,7,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:34:46Z,,0.408,0.398,5,-8.855,1,0.0577,0.404,0,0.131,0.267,179.74,4
4Y8MGq957LponDUCj4wBnV,0oOet2f43PA68X5RxKobEy,Achyutam Keshavam,Achyutam Keshavam,Shreya Ghoshal,07-08-2019,279754,50,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:36:06Z,"desi pop,filmi,modern bollywood,sufi",0.25,0.684,5,-13.165,1,0.124,0.656,0.000151,0.16,0.165,85.047,4
4TVnQishL0jcpVHbb251uZ,2jpLh0TwzbcppuThlFuk6U,Bhaja Govindam,Divine Chants,Participants Of South India Female Choir,01-01-2011,990453,26,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:36:10Z,women's choir,0.311,0.725,10,-8.313,1,0.257,0.61,0,0.163,0.255,152.087,4
0qKDCaABvm0CKWufURZfOp,61JrslREXq98hurYL2hYoc,Shloka : Sunder gopaalam,Jai Jai Shrinathji : Devotional Songs In Gujarati On Lord Shrinatthji,Lata Mangeshkar,1996,176640,8,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:37:04Z,"classic bollywood,desi pop,filmi",0.33,0.0829,3,-13.819,0,0.0384,0.984,0.00169,0.0747,0.321,126.261,5
1O6e8IIO2MXZKC1efaCsur,61JrslREXq98hurYL2hYoc,Tum Asha Vishvas Hamare - From Lal Salaam,Most Downloaded Devotional Songs Ever (Vol. 2),Lata Mangeshkar,01-01-2013,347906,1,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:37:12Z,"classic bollywood,desi pop,filmi",0.346,0.45,10,-9.003,1,0.0272,0.901,0.000687,0.16,0.462,95.509,4
2Xdr4fNEnMTJqg6ujMcCyI,"5as8A4G47Ohu9NSWs3Je8U,3R2OMv8JpXLy6ZIW7Qxz59",Sancha Naam Tera - From Julie,Most Downloaded Devotional Songs Ever (Vol. 2),"Asha Bhosle,Usha Mangeshkar",01-01-2013,290480,0,spotify:user:315p5rm4wx2zpifxywcmh56rtzga,2021-12-15T09:37:12Z,"chutney,classic bollywood,desi pop,filmi,sufi,ghazal",0.447,0.352,3,-14.661,1,0.054,0.85,0.00000602,0.0862,0.526,82.479,4
